,Slice,x-grid,y-grid,Poren,num Black pixels
0,399,0,0,1,99
1,399,0,1,1,106
2,399,1,0,1,358
3,399,1,1,1,357
4,400,0,0,1,92
5,400,0,1,1,61
6,400,1,0,1,187
7,400,1,1,1,286
8,401,0,0,1,92
9,401,0,1,1,161
10,401,1,0,1,102
11,401,1,1,1,111
12,402,0,0,1,97
13,402,0,1,1,127
14,402,1,0,1,90
15,402,1,1,1,124
16,403,0,0,1,59
17,403,0,1,1,81
18,403,1,0,1,107
19,403,1,1,1,83
20,404,0,0,1,79
21,404,0,1,1,129
22,404,1,0,1,125
23,404,1,1,1,111
24,405,0,0,1,153
25,405,0,1,1,81
26,405,1,0,1,161
27,405,1,1,1,302
28,406,0,0,1,194
29,406,0,1,1,659
30,406,1,0,1,206
31,406,1,1,1,204
32,407,0,0,1,135
33,407,0,1,1,1022
34,407,1,0,1,191
35,407,1,1,1,156
36,408,0,0,1,189
37,408,0,1,1,694
38,408,1,0,1,226
39,408,1,1,1,184
40,409,0,0,1,230
41,409,0,1,1,414
42,409,1,0,1,117
43,409,1,1,1,181
44,410,0,0,1,159
45,410,0,1,1,460
46,410,1,0,0,47
47,410,1,1,1,166
48,411,0,0,1,133
49,411,0,1,1,379
50,411,1,0,1,116
51,411,1,1,1,214
52,412,0,0,1,70
53,412,0,1,1,276
54,412,1,0,1,78
55,412,1,1,1,143
56,413,0,0,1,93
57,413,0,1,1,68
58,413,1,0,0,42
59,413,1,1,1,295
60,414,0,0,1,95
61,414,0,1,1,112
62,414,1,0,1,454
63,414,1,1,1,571
64,415,0,0,1,122
65,415,0,1,1,98
66,415,1,0,1,750
67,415,1,1,1,385
68,416,0,0,1,81
69,416,0,1,1,94
70,416,1,0,1,1204
71,416,1,1,1,270
72,417,0,0,1,146
73,417,0,1,1,122
74,417,1,0,1,1151
75,417,1,1,1,114
76,418,0,0,1,101
77,418,0,1,1,103
78,418,1,0,1,699
79,418,1,1,0,42
80,419,0,0,1,162
81,419,0,1,1,61
82,419,1,0,1,215
83,419,1,1,1,293
84,420,0,0,1,168
85,420,0,1,1,82
86,420,1,0,1,110
87,420,1,1,1,201
88,421,0,0,0,43
89,421,0,1,1,95
90,421,1,0,1,118
91,421,1,1,1,81
92,422,0,0,1,62
93,422,0,1,1,196
94,422,1,0,1,92
95,422,1,1,1,177
96,423,0,0,0,52
97,423,0,1,1,168
98,423,1,0,1,100
99,423,1,1,1,217
100,424,0,0,0,32
101,424,0,1,1,359
102,424,1,0,1,63
103,424,1,1,1,83
104,425,0,0,1,83
105,425,0,1,1,511
106,425,1,0,1,211
107,425,1,1,0,51
108,426,0,0,1,65
109,426,0,1,1,251
110,426,1,0,1,403
111,426,1,1,1,70
112,427,0,0,1,126
113,427,0,1,1,143
114,427,1,0,1,366
115,427,1,1,1,117
116,428,0,0,1,174
117,428,0,1,1,230
118,428,1,0,1,129
119,428,1,1,1,158
120,429,0,0,1,66
121,429,0,1,1,246
122,429,1,0,1,195
123,429,1,1,1,157
124,430,0,0,1,63
125,430,0,1,1,146
126,430,1,0,1,59
127,430,1,1,1,129
128,431,0,0,1,161
129,431,0,1,1,81
130,431,1,0,1,122
131,431,1,1,0,46
132,432,0,0,1,72
133,432,0,1,1,87
134,432,1,0,0,49
135,432,1,1,1,190
136,433,0,0,0,35
137,433,0,1,1,65
138,433,1,0,0,48
139,433,1,1,1,152
140,434,0,0,0,33
141,434,0,1,1,366
142,434,1,0,1,113
143,434,1,1,1,142
144,435,0,0,0,49
145,435,0,1,1,317
146,435,1,0,1,66
147,435,1,1,1,77
148,436,0,0,1,73
149,436,0,1,1,369
150,436,1,0,0,47
151,436,1,1,0,44
152,437,0,0,0,41
153,437,0,1,1,87
154,437,1,0,0,50
155,437,1,1,0,35
156,438,0,0,1,88
157,438,0,1,0,38
158,438,1,0,1,153
159,438,1,1,1,57
160,439,0,0,0,40
161,439,0,1,0,44
162,439,1,0,1,70
163,439,1,1,0,46
164,440,0,0,1,66
165,440,0,1,1,55
166,440,1,0,1,101
167,440,1,1,1,65
168,441,0,0,1,80
169,441,0,1,1,110
170,441,1,0,0,40
171,441,1,1,1,363
172,442,0,0,0,26
173,442,0,1,1,96
174,442,1,0,0,38
175,442,1,1,1,321
176,443,0,0,1,169
177,443,0,1,0,24
178,443,1,0,1,61
179,443,1,1,1,269
180,444,0,0,1,53
181,444,0,1,0,31
182,444,1,0,1,72
183,444,1,1,1,84
184,445,0,0,0,36
185,445,0,1,0,45
186,445,1,0,1,74
187,445,1,1,0,30
188,446,0,0,0,46
189,446,0,1,1,109
190,446,1,0,1,93
191,446,1,1,0,52
192,447,0,0,1,56
193,447,0,1,0,46
194,447,1,0,1,89
195,447,1,1,1,211
196,448,0,0,1,189
197,448,0,1,1,69
198,448,1,0,1,187
199,448,1,1,1,87
200,449,0,0,1,82
201,449,0,1,0,49
202,449,1,0,1,72
203,449,1,1,0,48
204,450,0,0,1,103
205,450,0,1,0,35
206,450,1,0,0,46
207,450,1,1,0,45
208,451,0,0,0,50
209,451,0,1,0,50
210,451,1,0,0,39
211,451,1,1,1,395
212,452,0,0,0,32
213,452,0,1,0,42
214,452,1,0,1,66
215,452,1,1,1,128
216,453,0,0,1,346
217,453,0,1,0,50
218,453,1,0,0,34
219,453,1,1,1,90
220,454,0,0,1,321
221,454,0,1,0,38
222,454,1,0,0,36
223,454,1,1,0,38
224,455,0,0,0,44
225,455,0,1,1,77
226,455,1,0,0,40
227,455,1,1,0,29
228,456,0,0,0,34
229,456,0,1,1,57
230,456,1,0,0,35
231,456,1,1,1,90
232,457,0,0,1,65
233,457,0,1,1,85
234,457,1,0,0,19
235,457,1,1,0,29
236,458,0,0,0,48
237,458,0,1,1,81
238,458,1,0,0,51
