,Slice,x-grid,y-grid,Poren,num Black pixels
0,376,0,0,1,1115
1,376,0,1,1,468
2,376,1,0,0,2
3,376,1,1,1,482
4,377,0,0,1,855
5,377,0,1,1,163
6,377,1,0,0,3
7,377,1,1,1,230
8,378,0,0,1,594
9,378,0,1,1,138
10,378,1,0,0,29
11,378,1,1,1,88
12,379,0,0,1,247
13,379,0,1,1,101
14,379,1,0,0,22
15,379,1,1,1,55
16,380,0,0,1,160
17,380,0,1,0,5
18,380,1,0,0,7
19,380,1,1,0,8
20,381,0,0,1,43
21,381,0,1,0,1
22,381,1,0,0,5
23,381,1,1,0,8
24,382,0,0,0,0
25,382,0,1,0,4
26,382,1,0,0,3
27,382,1,1,0,2
28,383,0,0,1,38
29,383,0,1,1,44
30,383,1,0,1,69
31,383,1,1,0,2
32,384,0,0,1,79
33,384,0,1,0,22
34,384,1,0,1,202
35,384,1,1,0,8
36,385,0,0,1,47
37,385,0,1,0,5
38,385,1,0,1,91
39,385,1,1,0,3
40,386,0,0,0,6
41,386,0,1,0,24
42,386,1,0,0,32
43,386,1,1,0,2
44,387,0,0,0,11
45,387,0,1,0,8
46,387,1,0,0,5
47,387,1,1,0,7
48,388,0,0,1,68
49,388,0,1,1,96
50,388,1,0,0,3
51,388,1,1,1,184
52,389,0,0,1,176
53,389,0,1,1,141
54,389,1,0,1,107
55,389,1,1,1,139
56,390,0,0,1,49
57,390,0,1,1,53
58,390,1,0,1,42
59,390,1,1,0,1
60,391,0,0,0,20
61,391,0,1,0,6
62,391,1,0,0,13
63,391,1,1,0,2
64,392,0,0,0,24
65,392,0,1,0,4
66,392,1,0,0,13
67,392,1,1,0,2
68,393,0,0,0,3
69,393,0,1,0,3
70,393,1,0,0,3
71,393,1,1,0,28
72,394,0,0,0,1
73,394,0,1,0,33
74,394,1,0,0,1
75,394,1,1,1,375
76,395,0,0,0,15
77,395,0,1,0,18
78,395,1,0,1,46
79,395,1,1,1,149
80,396,0,0,0,2
81,396,0,1,0,2
82,396,1,0,0,26
83,396,1,1,0,25
84,397,0,0,0,6
85,397,0,1,0,16
86,397,1,0,0,2
87,397,1,1,0,3
88,398,0,0,1,45
89,398,0,1,0,6
90,398,1,0,0,3
91,398,1,1,1,131
92,399,0,0,0,21
93,399,0,1,0,2
94,399,1,0,0,0
95,399,1,1,1,392
96,400,0,0,0,6
97,400,0,1,0,2
98,400,1,0,0,2
99,400,1,1,1,376
100,401,0,0,0,2
101,401,0,1,0,2
102,401,1,0,1,38
103,401,1,1,1,206
104,402,0,0,0,12
105,402,0,1,0,3
106,402,1,0,1,128
107,402,1,1,0,0
108,403,0,0,0,19
109,403,0,1,0,2
110,403,1,0,1,99
111,403,1,1,0,3
112,404,0,0,0,2
113,404,0,1,0,4
114,404,1,0,1,248
115,404,1,1,0,10
116,405,0,0,0,18
117,405,0,1,0,0
118,405,1,0,1,85
119,405,1,1,0,5
120,406,0,0,0,32
121,406,0,1,0,2
122,406,1,0,1,62
123,406,1,1,0,12
124,407,0,0,1,62
125,407,0,1,0,0
126,407,1,0,1,46
127,407,1,1,0,18
128,408,0,0,0,2
129,408,0,1,0,15
130,408,1,0,0,25
131,408,1,1,0,2
132,409,0,0,0,28
133,409,0,1,0,8
134,409,1,0,0,19
135,409,1,1,0,2
136,410,0,0,0,20
137,410,0,1,1,37
138,410,1,0,1,53
139,410,1,1,0,18
140,411,0,0,0,3
141,411,0,1,0,29
142,411,1,0,1,137
143,411,1,1,0,0
144,412,0,0,0,0
145,412,0,1,0,13
146,412,1,0,1,224
147,412,1,1,0,4
148,413,0,0,0,3
149,413,0,1,0,8
150,413,1,0,0,18
151,413,1,1,0,1
152,414,0,0,0,1
153,414,0,1,0,3
154,414,1,0,0,5
155,414,1,1,0,3
156,415,0,0,0,3
157,415,0,1,0,10
158,415,1,0,0,29
159,415,1,1,0,2
160,416,0,0,0,16
161,416,0,1,0,0
162,416,1,0,0,3
163,416,1,1,0,1
164,417,0,0,1,38
165,417,0,1,0,11
166,417,1,0,0,15
167,417,1,1,0,9
168,418,0,0,0,20
169,418,0,1,0,33
170,418,1,0,1,50
171,418,1,1,0,0
172,419,0,0,0,11
173,419,0,1,0,34
174,419,1,0,1,156
175,419,1,1,0,7
176,420,0,0,0,0
177,420,0,1,0,19
178,420,1,0,0,21
179,420,1,1,0,5
180,421,0,0,0,2
181,421,0,1,0,0
182,421,1,0,0,15
183,421,1,1,1,65
184,422,0,0,0,0
185,422,0,1,0,0
186,422,1,0,1,56
187,422,1,1,1,57
188,423,0,0,0,4
189,423,0,1,0,10
190,423,1,0,0,2
191,423,1,1,1,231
192,424,0,0,0,1
193,424,0,1,0,6
194,424,1,0,0,4
195,424,1,1,1,174
196,425,0,0,0,0
197,425,0,1,0,4
198,425,1,0,0,4
199,425,1,1,0,24
200,426,0,0,0,3
201,426,0,1,0,2
202,426,1,0,1,84
203,426,1,1,0,16
204,427,0,0,0,2
205,427,0,1,0,6
206,427,1,0,1,75
207,427,1,1,0,6
208,428,0,0,0,3
209,428,0,1,0,1
210,428,1,0,0,4
211,428,1,1,0,0
212,429,0,0,0,6
213,429,0,1,0,0
214,429,1,0,1,129
215,429,1,1,1,83
216,430,0,0,0,1
217,430,0,1,0,2
218,430,1,0,1,63
219,430,1,1,1,70
220,431,0,0,0,3
221,431,0,1,0,8
222,431,1,0,0,6
223,431,1,1,0,11
224,432,0,0,1,147
225,432,0,1,1,38
