,Slice,x-grid,y-grid,Poren,num Black pixels
0,369,0,0,1,120
1,370,0,0,1,102
2,371,0,0,1,82
3,372,0,0,0,5
4,373,0,0,1,107
5,374,0,0,1,662
6,375,0,0,1,774
7,376,0,0,1,375
8,377,0,0,1,265
9,378,0,0,1,77
10,379,0,0,1,161
11,380,0,0,1,54
12,381,0,0,1,68
13,382,0,0,1,62
14,383,0,0,1,76
15,384,0,0,0,27
16,385,0,0,1,64
17,386,0,0,1,134
18,387,0,0,1,338
19,388,0,0,1,253
20,389,0,0,1,76
21,390,0,0,0,43
22,391,0,0,1,353
23,392,0,0,1,280
24,393,0,0,1,264
25,394,0,0,1,181
26,395,0,0,1,78
27,396,0,0,0,43
28,397,0,0,1,56
29,398,0,0,1,49
30,399,0,0,1,72
31,400,0,0,0,39
32,401,0,0,1,88
33,402,0,0,0,11
34,403,0,0,0,46
35,404,0,0,1,78
36,405,0,0,1,172
37,406,0,0,1,49
38,407,0,0,0,41
39,408,0,0,1,54
40,409,0,0,1,120
41,410,0,0,1,100
42,411,0,0,1,173
43,412,0,0,1,188
44,413,0,0,1,85
45,414,0,0,1,154
46,415,0,0,1,59
47,416,0,0,1,94
48,417,0,0,1,101
49,418,0,0,1,361
50,419,0,0,1,121
51,420,0,0,0,1
52,421,0,0,0,18
53,422,0,0,1,74
54,423,0,0,0,26
55,424,0,0,0,25
56,425,0,0,0,20
57,426,0,0,0,4
58,427,0,0,0,1
59,428,0,0,1,276
60,429,0,0,1,355
61,430,0,0,1,204
62,431,0,0,1,72
63,432,0,0,1,135
64,433,0,0,1,142
65,434,0,0,0,33
66,435,0,0,1,80
67,436,0,0,1,507
68,437,0,0,1,529
69,438,0,0,1,171
70,439,0,0,1,120
71,440,0,0,1,172
72,441,0,0,1,105
73,442,0,0,1,68
74,443,0,0,0,5
75,444,0,0,1,553
76,445,0,0,1,168
77,446,0,0,1,109
78,447,0,0,1,62
79,448,0,0,0,17
80,449,0,0,1,53
81,450,0,0,1,1567
82,451,0,0,1,1199
83,452,0,0,1,197
84,453,0,0,1,89
85,454,0,0,0,27
86,455,0,0,1,77
87,456,0,0,1,290
88,457,0,0,1,128
89,458,0,0,1,92
90,459,0,0,1,99
91,460,0,0,0,39
92,461,0,0,1,140
93,462,0,0,1,94
94,463,0,0,0,41
95,464,0,0,1,234
96,465,0,0,1,216
97,466,0,0,1,83
98,467,0,0,1,61
99,468,0,0,0,41
100,469,0,0,0,7
101,470,0,0,1,84
102,471,0,0,1,685
103,472,0,0,1,437
104,473,0,0,1,185
105,474,0,0,1,256
106,475,0,0,1,47
107,476,0,0,0,3
108,477,0,0,1,51
109,478,0,0,0,24
110,479,0,0,0,13
111,480,0,0,0,15
112,481,0,0,1,70
113,482,0,0,1,86
114,483,0,0,0,19
115,484,0,0,1,163
116,485,0,0,1,266
117,486,0,0,1,371
118,487,0,0,1,443
119,488,0,0,1,197
120,489,0,0,1,192
121,490,0,0,0,15
122,491,0,0,0,7
123,492,0,0,0,8
124,493,0,0,0,6
125,494,0,0,1,48
126,495,0,0,0,20
127,496,0,0,1,290
128,497,0,0,1,428
129,498,0,0,1,119
130,499,0,0,1,86
131,500,0,0,0,23
132,501,0,0,1,59
133,502,0,0,0,46
134,503,0,0,1,244
135,504,0,0,1,124
136,505,0,0,0,4
137,506,0,0,1,54
138,507,0,0,1,192
139,508,0,0,1,97
140,509,0,0,0,0
141,510,0,0,1,71
142,511,0,0,1,149
143,512,0,0,0,19
144,513,0,0,0,5
145,514,0,0,0,2
146,515,0,0,0,3
147,516,0,0,0,0
148,517,0,0,0,14
149,518,0,0,0,37
150,519,0,0,0,1
151,520,0,0,0,6
152,521,0,0,0,20
153,522,0,0,0,42
154,523,0,0,0,28
155,524,0,0,0,23
156,525,0,0,0,38
157,526,0,0,1,82
158,527,0,0,0,35
159,528,0,0,0,31
160,529,0,0,0,38
161,530,0,0,0,31
162,531,0,0,0,27
163,532,0,0,0,30
164,533,0,0,0,13
165,534,0,0,0,16
166,535,0,0,0,36
167,536,0,0,0,35
168,537,0,0,1,68
169,538,0,0,1,80
170,539,0,0,0,30
171,540,0,0,0,16
172,541,0,0,0,27
173,542,0,0,0,18
174,543,0,0,1,294
175,544,0,0,1,108
176,545,0,0,1,185
177,546,0,0,1,60
178,547,0,0,1,90
179,548,0,0,1,53
180,549,0,0,0,38
181,550,0,0,1,60
182,551,0,0,0,29
183,552,0,0,0,31
184,553,0,0,1,129
185,554,0,0,1,119
186,555,0,0,1,71
187,556,0,0,1,90
188,557,0,0,1,99
189,558,0,0,1,120
190,559,0,0,1,236
191,560,0,0,1,305
192,561,0,0,1,49
193,562,0,0,1,49
194,563,0,0,1,70
195,564,0,0,1,53
196,565,0,0,1,148
197,566,0,0,1,155
198,567,0,0,1,162
199,568,0,0,1,69
200,569,0,0,1,56
201,570,0,0,1,49
202,571,0,0,1,78
203,572,0,0,1,54
204,573,0,0,1,65
205,574,0,0,1,48
206,575,0,0,0,43
207,576,0,0,1,199
208,577,0,0,0,42
209,578,0,0,1,140
210,579,0,0,1,574
211,580,0,0,1,405
212,581,0,0,1,123
213,582,0,0,1,52
214,583,0,0,0,37
215,584,0,0,1,212
216,585,0,0,1,179
217,586,0,0,1,206
218,587,0,0,1,128
219,588,0,0,1,178
220,589,0,0,1,122
221,590,0,0,1,65
222,591,0,0,0,19
223,592,0,0,0,29
224,593,0,0,1,71
225,594,0,0,0,38
226,595,0,0,0,30
227,596,0,0,1,51
228,597,0,0,0,42
229,598,0,0,1,82
230,599,0,0,1,50
231,600,0,0,0,26
232,601,0,0,0,37
233,602,0,0,0,29
234,603,0,0,0,25
235,604,0,0,0,26
236,605,0,0,0,39
237,606,0,0,1,89
238,607,0,0,1,48
239,608,0,0,1,57
240,609,0,0,1,81
241,610,0,0,0,44
242,611,0,0,0,41
243,612,0,0,0,22
244,613,0,0,0,32
245,614,0,0,0,25
246,615,0,0,1,137
247,616,0,0,1,48
248,617,0,0,1,72
249,618,0,0,1,48
250,619,0,0,0,32
251,620,0,0,1,163
252,621,0,0,1,58
253,622,0,0,1,261
254,623,0,0,1,292
255,624,0,0,1,431
256,625,0,0,1,154
257,626,0,0,0,41
258,627,0,0,1,57
259,628,0,0,0,41
260,629,0,0,0,25
261,630,0,0,1,139
262,631,0,0,1,207
263,632,0,0,1,157
264,633,0,0,1,79
265,634,0,0,0,17
266,635,0,0,1,298
267,636,0,0,1,179
268,637,0,0,1,65
269,638,0,0,1,75
270,639,0,0,0,27
271,640,0,0,0,17
272,641,0,0,0,17
273,642,0,0,1,49
274,643,0,0,0,19
275,644,0,0,0,19
276,645,0,0,1,238
277,646,0,0,1,192
278,647,0,0,1,112
279,648,0,0,0,41
280,649,0,0,0,26
281,650,0,0,0,26
282,651,0,0,0,23
283,652,0,0,0,19
284,653,0,0,0,13
285,654,0,0,0,37
286,655,0,0,0,19
287,656,0,0,0,24
288,657,0,0,0,30
289,658,0,0,0,28
290,659,0,0,0,7
291,660,0,0,0,9
292,661,0,0,0,6
293,662,0,0,0,18
294,663,0,0,1,87
295,664,0,0,0,26
296,665,0,0,0,23
297,666,0,0,0,32
298,667,0,0,1,176
299,668,0,0,1,112
300,669,0,0,1,276
301,670,0,0,1,842
302,671,0,0,1,1277
303,672,0,0,1,775
304,673,0,0,1,274
305,674,0,0,1,66
306,675,0,0,0,18
307,676,0,0,0,32
308,677,0,0,1,73
309,678,0,0,0,31
310,679,0,0,0,31
311,680,0,0,0,22
312,681,0,0,0,21
313,682,0,0,0,19
314,683,0,0,0,18
315,684,0,0,0,27
316,685,0,0,0,16
317,686,0,0,0,30
318,687,0,0,1,87
319,688,0,0,1,116
320,689,0,0,1,235
321,690,0,0,1,149
322,691,0,0,0,25
323,692,0,0,0,16
324,693,0,0,0,21
325,694,0,0,1,48
326,695,0,0,0,23
327,696,0,0,0,24
328,697,0,0,0,16
329,698,0,0,1,102
330,699,0,0,1,69
331,700,0,0,0,31
