,Slice,x-grid,y-grid,Poren,num Black pixels
0,381,0,0,0,9
1,381,0,1,0,0
2,381,1,0,0,23
3,381,1,1,0,0
4,382,0,0,0,45
5,382,0,1,0,1
6,382,1,0,1,50
7,382,1,1,0,10
8,383,0,0,0,0
9,383,0,1,0,2
10,383,1,0,0,19
11,383,1,1,0,2
12,384,0,0,0,4
13,384,0,1,0,6
14,384,1,0,0,1
15,384,1,1,0,4
16,385,0,0,0,0
17,385,0,1,0,15
18,385,1,0,0,0
19,385,1,1,0,1
20,386,0,0,0,0
21,386,0,1,0,18
22,386,1,0,0,21
23,386,1,1,0,5
24,387,0,0,0,0
25,387,0,1,0,1
26,387,1,0,0,28
27,387,1,1,1,79
28,388,0,0,0,1
29,388,0,1,0,0
30,388,1,0,0,0
31,388,1,1,1,155
32,389,0,0,0,8
33,389,0,1,0,4
34,389,1,0,0,22
35,389,1,1,0,11
36,390,0,0,0,42
37,390,0,1,0,0
38,390,1,0,0,10
39,390,1,1,0,0
40,391,0,0,0,1
41,391,0,1,0,2
42,391,1,0,0,10
43,391,1,1,0,17
44,392,0,0,0,0
45,392,0,1,0,9
46,392,1,0,0,1
47,392,1,1,0,34
48,393,0,0,0,1
49,393,0,1,0,14
50,393,1,0,0,20
51,393,1,1,0,30
52,394,0,0,0,1
53,394,0,1,0,9
54,394,1,0,0,13
55,394,1,1,0,0
56,395,0,0,0,1
57,395,0,1,1,173
58,395,1,0,0,31
59,395,1,1,0,0
60,396,0,0,0,2
61,396,0,1,1,207
62,396,1,0,0,35
63,396,1,1,0,5
64,397,0,0,1,319
65,397,0,1,1,413
66,397,1,0,0,9
67,397,1,1,1,76
68,398,0,0,1,377
69,398,0,1,1,566
70,398,1,0,0,0
71,398,1,1,0,31
72,399,0,0,1,91
73,399,0,1,1,126
74,399,1,0,0,5
75,399,1,1,0,6
76,400,0,0,0,21
77,400,0,1,0,22
78,400,1,0,1,115
79,400,1,1,0,0
80,401,0,0,0,0
81,401,0,1,0,6
82,401,1,0,0,14
83,401,1,1,0,26
84,402,0,0,0,4
85,402,0,1,0,1
86,402,1,0,0,0
87,402,1,1,0,0
88,403,0,0,1,53
89,403,0,1,0,0
90,403,1,0,0,13
91,403,1,1,0,0
92,404,0,0,0,3
93,404,0,1,1,71
94,404,1,0,0,0
95,404,1,1,0,7
96,405,0,0,0,1
97,405,0,1,0,0
98,405,1,0,0,5
99,405,1,1,1,82
100,406,0,0,0,1
101,406,0,1,1,276
102,406,1,0,0,0
103,406,1,1,1,315
104,407,0,0,0,40
105,407,0,1,1,376
106,407,1,0,0,41
107,407,1,1,1,385
108,408,0,0,0,2
109,408,0,1,1,523
110,408,1,0,0,25
111,408,1,1,1,66
112,409,0,0,0,7
113,409,0,1,1,216
114,409,1,0,0,19
115,409,1,1,0,8
116,410,0,0,0,28
117,410,0,1,1,63
118,410,1,0,0,11
119,410,1,1,0,14
120,411,0,0,1,659
121,411,0,1,0,11
122,411,1,0,0,4
123,411,1,1,0,0
124,412,0,0,1,647
125,412,0,1,0,5
126,412,1,0,0,0
127,412,1,1,0,0
128,413,0,0,1,380
129,413,0,1,0,0
130,413,1,0,0,7
131,413,1,1,0,0
132,414,0,0,1,163
133,414,0,1,0,0
134,414,1,0,0,1
135,414,1,1,0,7
136,415,0,0,1,48
137,415,0,1,0,14
138,415,1,0,0,0
139,415,1,1,0,0
140,416,0,0,0,0
141,416,0,1,0,9
142,416,1,0,1,110
143,416,1,1,0,1
144,417,0,0,0,0
145,417,0,1,0,0
146,417,1,0,1,82
147,417,1,1,0,25
148,418,0,0,0,0
149,418,0,1,0,1
150,418,1,0,1,139
151,418,1,1,0,24
152,419,0,0,0,8
153,419,0,1,0,2
154,419,1,0,1,68
155,419,1,1,0,26
156,420,0,0,0,44
157,420,0,1,0,0
158,420,1,0,0,22
159,420,1,1,1,49
160,421,0,0,1,476
161,421,0,1,0,5
162,421,1,0,0,0
163,421,1,1,0,0
164,422,0,0,1,382
165,422,0,1,0,13
166,422,1,0,0,1
167,422,1,1,0,12
168,423,0,0,1,61
169,423,0,1,0,4
170,423,1,0,0,22
171,423,1,1,0,1
172,424,0,0,0,0
173,424,0,1,0,10
174,424,1,0,0,1
175,424,1,1,1,75
176,425,0,0,0,0
177,425,0,1,1,549
178,425,1,0,1,129
179,425,1,1,0,20
180,426,0,0,0,4
181,426,0,1,1,802
182,426,1,0,1,247
183,426,1,1,1,83
184,427,0,0,0,0
185,427,0,1,1,543
186,427,1,0,1,481
187,427,1,1,0,27
188,428,0,0,1,59
189,428,0,1,1,142
190,428,1,0,1,314
191,428,1,1,1,104
192,429,0,0,0,22
193,429,0,1,0,22
194,429,1,0,1,111
195,429,1,1,1,170
196,430,0,0,0,5
197,430,0,1,0,7
198,430,1,0,1,100
199,430,1,1,1,95
200,431,0,0,1,85
201,431,0,1,1,53
202,431,1,0,0,23
203,431,1,1,0,7
204,432,0,0,0,1
205,432,0,1,1,98
206,432,1,0,0,0
207,432,1,1,0,0
208,433,0,0,0,27
209,433,0,1,1,296
210,433,1,0,0,15
211,433,1,1,0,0
212,434,0,0,1,216
213,434,0,1,1,330
214,434,1,0,0,0
215,434,1,1,0,0
216,435,0,0,1,225
217,435,0,1,1,203
218,435,1,0,0,13
219,435,1,1,0,0
220,436,0,0,1,47
221,436,0,1,0,1
