,Slice,x-grid,y-grid,Poren,num Black pixels
0,397,0,0,0,13
1,397,0,1,0,18
2,397,1,0,0,0
3,397,1,1,0,0
4,398,0,0,0,0
5,398,0,1,0,0
6,398,1,0,0,5
7,398,1,1,0,0
8,399,0,0,0,0
9,399,0,1,0,4
10,399,1,0,0,0
11,399,1,1,0,1
12,400,0,0,0,0
13,400,0,1,0,14
14,400,1,0,0,2
15,400,1,1,0,28
16,401,0,0,0,3
17,401,0,1,0,9
18,401,1,0,1,38
19,401,1,1,0,1
20,402,0,0,0,18
21,402,0,1,1,44
22,402,1,0,0,31
23,402,1,1,0,7
24,403,0,0,0,4
25,403,0,1,1,90
26,403,1,0,0,1
27,403,1,1,0,10
28,404,0,0,0,12
29,404,0,1,1,50
30,404,1,0,0,0
31,404,1,1,0,2
32,405,0,0,0,1
33,405,0,1,0,24
34,405,1,0,0,13
35,405,1,1,1,32
36,406,0,0,0,0
37,406,0,1,0,14
38,406,1,0,0,0
39,406,1,1,1,40
40,407,0,0,0,2
41,407,0,1,0,1
42,407,1,0,0,0
43,407,1,1,1,49
44,408,0,0,0,0
45,408,0,1,0,11
46,408,1,0,0,0
47,408,1,1,1,46
48,409,0,0,0,2
49,409,0,1,0,29
50,409,1,0,0,0
51,409,1,1,0,0
52,410,0,0,0,16
53,410,0,1,0,3
54,410,1,0,0,1
55,410,1,1,0,0
56,411,0,0,0,9
57,411,0,1,1,38
58,411,1,0,0,0
59,411,1,1,0,1
60,412,0,0,0,2
61,412,0,1,0,1
62,412,1,0,0,1
63,412,1,1,0,0
64,413,0,0,0,7
65,413,0,1,0,1
66,413,1,0,0,29
67,413,1,1,0,1
68,414,0,0,1,48
69,414,0,1,0,2
70,414,1,0,1,109
71,414,1,1,0,0
72,415,0,0,0,3
73,415,0,1,0,3
74,415,1,0,0,1
75,415,1,1,0,0
76,416,0,0,0,0
77,416,0,1,0,16
78,416,1,0,0,8
79,416,1,1,1,152
80,417,0,0,0,0
81,417,0,1,0,17
82,417,1,0,0,0
83,417,1,1,1,126
84,418,0,0,0,6
85,418,0,1,0,6
86,418,1,0,0,5
87,418,1,1,1,32
88,419,0,0,0,11
89,419,0,1,0,2
90,419,1,0,0,0
91,419,1,1,0,30
92,420,0,0,0,15
93,420,0,1,0,17
94,420,1,0,0,0
95,420,1,1,1,39
96,421,0,0,0,5
97,421,0,1,0,0
98,421,1,0,0,10
99,421,1,1,0,3
100,422,0,0,0,20
101,422,0,1,1,40
102,422,1,0,0,17
103,422,1,1,0,0
104,423,0,0,0,24
105,423,0,1,1,92
106,423,1,0,0,11
107,423,1,1,0,2
108,424,0,0,0,26
109,424,0,1,1,101
110,424,1,0,0,15
111,424,1,1,0,12
112,425,0,0,1,83
113,425,0,1,1,97
114,425,1,0,1,192
115,425,1,1,0,31
116,426,0,0,0,4
117,426,0,1,0,10
118,426,1,0,1,161
119,426,1,1,0,11
120,427,0,0,0,7
121,427,0,1,0,6
122,427,1,0,0,2
123,427,1,1,1,146
124,428,0,0,0,1
125,428,0,1,0,2
126,428,1,0,1,65
127,428,1,1,1,43
128,429,0,0,0,0
129,429,0,1,1,61
130,429,1,0,1,259
131,429,1,1,0,0
132,430,0,0,0,10
133,430,0,1,0,20
134,430,1,0,1,82
135,430,1,1,0,0
136,431,0,0,0,1
137,431,0,1,0,3
138,431,1,0,1,35
139,431,1,1,0,11
140,432,0,0,0,1
141,432,0,1,0,30
142,432,1,0,1,86
143,432,1,1,0,0
144,433,0,0,1,62
145,433,0,1,0,20
146,433,1,0,0,4
147,433,1,1,0,13
148,434,0,0,0,19
149,434,0,1,0,1
150,434,1,0,0,0
151,434,1,1,0,4
152,435,0,0,0,21
153,435,0,1,0,7
154,435,1,0,1,62
155,435,1,1,0,9
156,436,0,0,1,47
157,436,0,1,0,0
158,436,1,0,0,9
159,436,1,1,0,5
160,437,0,0,0,10
161,437,0,1,0,0
162,437,1,0,1,91
163,437,1,1,0,2
164,438,0,0,0,11
165,438,0,1,0,17
166,438,1,0,1,78
167,438,1,1,0,12
168,439,0,0,0,3
169,439,0,1,0,0
170,439,1,0,1,39
171,439,1,1,1,38
172,440,0,0,0,4
173,440,0,1,0,0
174,440,1,0,0,19
175,440,1,1,0,12
176,441,0,0,0,0
177,441,0,1,0,1
178,441,1,0,0,10
179,441,1,1,0,28
180,442,0,0,0,0
181,442,0,1,0,0
182,442,1,0,0,0
183,442,1,1,1,70
184,443,0,0,0,0
185,443,0,1,0,10
186,443,1,0,0,14
187,443,1,1,0,9
188,444,0,0,0,0
189,444,0,1,1,54
190,444,1,0,0,27
191,444,1,1,0,0
192,445,0,0,1,47
193,445,0,1,0,14
194,445,1,0,0,2
195,445,1,1,0,14
196,446,0,0,0,14
197,446,0,1,1,47
198,446,1,0,0,16
199,446,1,1,1,154
200,447,0,0,0,2
201,447,0,1,1,307
202,447,1,0,0,0
203,447,1,1,1,87
204,448,0,0,0,1
205,448,0,1,1,511
206,448,1,0,0,0
207,448,1,1,0,29
208,449,0,0,0,0
209,449,0,1,1,191
210,449,1,0,1,138
211,449,1,1,0,9
212,450,0,0,0,13
213,450,0,1,1,35
214,450,1,0,1,64
215,450,1,1,0,3
216,451,0,0,1,152
217,451,0,1,0,9
218,451,1,0,0,0
219,451,1,1,0,22
220,452,0,0,1,125
221,452,0,1,0,3
222,452,1,0,0,14
223,452,1,1,1,162
224,453,0,0,1,69
225,453,0,1,0,1
226,453,1,0,0,0
227,453,1,1,1,178
228,454,0,0,0,7
229,454,0,1,0,11
230,454,1,0,0,12
231,454,1,1,1,152
232,455,0,0,0,14
233,455,0,1,1,91
234,455,1,0,0,7
235,455,1,1,1,95
236,456,0,0,0,5
237,456,0,1,1,48
238,456,1,0,0,2
239,456,1,1,0,20
240,457,0,0,0,18
241,457,0,1,0,5
242,457,1,0,0,0
243,457,1,1,1,41
244,458,0,0,0,1
245,458,0,1,0,4
246,458,1,0,0,0
247,458,1,1,0,7
248,459,0,0,0,13
249,459,0,1,0,8
250,459,1,0,0,19
251,459,1,1,0,0
252,460,0,0,0,19
253,460,0,1,0,4
254,460,1,0,0,3
255,460,1,1,0,3
256,461,0,0,0,1
257,461,0,1,0,0
258,461,1,0,0,4
259,461,1,1,0,0
260,462,0,0,0,4
261,462,0,1,0,9
262,462,1,0,0,0
263,462,1,1,1,45
264,463,0,0,0,0
265,463,0,1,0,0
266,463,1,0,0,0
267,463,1,1,1,121
268,464,0,0,0,3
269,464,0,1,1,34
270,464,1,0,0,0
271,464,1,1,0,20
272,465,0,0,0,0
273,465,0,1,0,2
274,465,1,0,0,2
275,465,1,1,0,0
276,466,0,0,0,6
277,466,0,1,0,0
278,466,1,0,0,0
279,466,1,1,0,6
280,467,0,0,0,4
281,467,0,1,0,0
282,467,1,0,0,6
283,467,1,1,0,7
284,468,0,0,0,29
285,468,0,1,0,12
286,468,1,0,0,2
287,468,1,1,0,26
288,469,0,0,0,15
