,Slice,x-grid,y-grid,Poren,num Black pixels
0,396,0,0,1,74
1,397,0,0,1,498
2,398,0,0,1,894
3,399,0,0,1,785
4,400,0,0,1,397
5,401,0,0,1,238
6,402,0,0,1,382
7,403,0,0,1,262
8,404,0,0,1,514
9,405,0,0,1,642
10,406,0,0,1,461
11,407,0,0,1,390
12,408,0,0,1,144
13,409,0,0,1,44
14,410,0,0,1,231
15,411,0,0,1,239
16,412,0,0,1,88
17,413,0,0,1,114
18,414,0,0,1,137
19,415,0,0,1,65
20,416,0,0,1,221
21,417,0,0,1,708
22,418,0,0,1,573
23,419,0,0,1,424
24,420,0,0,1,573
25,421,0,0,1,423
26,422,0,0,1,108
27,423,0,0,0,35
28,424,0,0,1,81
29,425,0,0,1,176
30,426,0,0,1,210
31,427,0,0,1,537
32,428,0,0,1,388
33,429,0,0,1,226
34,430,0,0,1,288
35,431,0,0,1,378
36,432,0,0,1,348
37,433,0,0,1,188
38,434,0,0,1,61
39,435,0,0,0,16
40,436,0,0,0,18
41,437,0,0,1,112
42,438,0,0,0,22
43,439,0,0,0,32
44,440,0,0,1,87
45,441,0,0,1,267
46,442,0,0,1,526
47,443,0,0,1,446
48,444,0,0,1,280
49,445,0,0,1,276
50,446,0,0,1,69
51,447,0,0,1,65
52,448,0,0,0,35
53,449,0,0,0,26
54,450,0,0,0,28
55,451,0,0,0,18
56,452,0,0,1,125
57,453,0,0,1,150
58,454,0,0,1,67
59,455,0,0,0,24
60,456,0,0,0,16
61,457,0,0,1,152
62,458,0,0,1,94
63,459,0,0,1,161
64,460,0,0,1,191
65,461,0,0,1,158
66,462,0,0,1,193
67,463,0,0,1,273
68,464,0,0,1,333
69,465,0,0,0,17
70,466,0,0,0,4
71,467,0,0,1,166
72,468,0,0,1,480
73,469,0,0,1,642
74,470,0,0,1,158
75,471,0,0,1,109
76,472,0,0,0,8
77,473,0,0,1,197
78,474,0,0,1,226
79,475,0,0,1,121
80,476,0,0,1,598
81,477,0,0,1,595
82,478,0,0,1,437
83,479,0,0,1,354
84,480,0,0,1,56
85,481,0,0,0,30
86,482,0,0,1,58
87,483,0,0,1,68
88,484,0,0,1,563
89,485,0,0,1,299
90,486,0,0,1,146
91,487,0,0,1,180
92,488,0,0,0,27
93,489,0,0,1,49
94,490,0,0,1,106
95,491,0,0,1,308
96,492,0,0,1,698
97,493,0,0,1,194
98,494,0,0,1,48
99,495,0,0,1,62
100,496,0,0,1,49
101,497,0,0,0,17
102,498,0,0,0,37
103,499,0,0,0,31
104,500,0,0,1,82
105,501,0,0,1,69
106,502,0,0,1,171
107,503,0,0,1,293
108,504,0,0,1,119
109,505,0,0,1,65
110,506,0,0,0,17
111,507,0,0,0,6
112,508,0,0,0,36
113,509,0,0,0,19
114,510,0,0,1,43
115,511,0,0,0,18
116,512,0,0,0,4
117,513,0,0,1,108
118,514,0,0,1,109
119,515,0,0,1,116
120,516,0,0,0,1
121,517,0,0,0,36
122,518,0,0,0,32
123,519,0,0,0,35
124,520,0,0,0,24
125,521,0,0,0,0
126,522,0,0,0,8
127,523,0,0,0,3
128,524,0,0,1,56
129,525,0,0,0,34
130,526,0,0,1,73
131,527,0,0,1,106
132,528,0,0,1,415
133,529,0,0,1,42
134,530,0,0,1,62
135,531,0,0,0,40
136,532,0,0,1,49
137,533,0,0,0,18
138,534,0,0,0,12
139,535,0,0,0,1
140,536,0,0,0,0
141,537,0,0,0,2
142,538,0,0,0,10
143,539,0,0,1,106
144,540,0,0,1,82
145,541,0,0,0,28
146,542,0,0,0,1
147,543,0,0,0,2
148,544,0,0,1,66
149,545,0,0,0,8
150,546,0,0,0,10
151,547,0,0,0,28
152,548,0,0,0,24
153,549,0,0,0,6
154,550,0,0,0,3
155,551,0,0,0,1
156,552,0,0,0,11
157,553,0,0,0,0
158,554,0,0,0,4
159,555,0,0,0,16
160,556,0,0,0,19
161,557,0,0,0,31
162,558,0,0,1,172
163,559,0,0,0,24
164,560,0,0,0,4
165,561,0,0,0,5
166,562,0,0,0,18
167,563,0,0,1,59
168,564,0,0,0,32
169,565,0,0,0,0
170,566,0,0,1,72
171,567,0,0,1,52
172,568,0,0,0,8
173,569,0,0,0,10
174,570,0,0,1,193
175,571,0,0,1,134
176,572,0,0,0,30
177,573,0,0,1,98
178,574,0,0,1,95
179,575,0,0,0,20
180,576,0,0,0,13
181,577,0,0,0,5
182,578,0,0,0,4
183,579,0,0,0,17
184,580,0,0,1,62
185,581,0,0,0,19
186,582,0,0,1,66
187,583,0,0,1,159
188,584,0,0,1,271
189,585,0,0,1,79
190,586,0,0,0,10
191,587,0,0,0,10
192,588,0,0,0,12
193,589,0,0,1,53
194,590,0,0,1,174
195,591,0,0,0,32
196,592,0,0,0,31
197,593,0,0,0,2
198,594,0,0,0,8
199,595,0,0,1,43
200,596,0,0,1,95
201,597,0,0,1,256
202,598,0,0,1,424
203,599,0,0,1,330
204,600,0,0,1,260
205,601,0,0,1,188
206,602,0,0,1,198
207,603,0,0,0,35
208,604,0,0,1,80
209,605,0,0,0,22
210,606,0,0,0,37
211,607,0,0,0,11
212,608,0,0,0,2
213,609,0,0,0,2
214,610,0,0,0,5
215,611,0,0,0,15
216,612,0,0,0,19
217,613,0,0,0,37
218,614,0,0,1,47
219,615,0,0,0,3
220,616,0,0,0,37
221,617,0,0,0,1
222,618,0,0,0,9
223,619,0,0,0,40
224,620,0,0,1,43
225,621,0,0,0,0
226,622,0,0,0,28
227,623,0,0,0,4
228,624,0,0,0,39
229,625,0,0,0,4
230,626,0,0,0,20
231,627,0,0,0,8
232,628,0,0,0,5
233,629,0,0,0,13
234,630,0,0,0,2
235,631,0,0,0,37
236,632,0,0,0,24
237,633,0,0,0,4
238,634,0,0,1,42
239,635,0,0,0,1
240,636,0,0,0,8
241,637,0,0,0,3
242,638,0,0,0,5
243,639,0,0,1,105
244,640,0,0,1,55
245,641,0,0,0,27
246,642,0,0,0,26
