,Slice,x-grid,y-grid,Poren,num Black pixels
0,340,0,0,0,45
1,340,0,1,0,0
2,340,1,0,1,240
3,340,1,1,0,5
4,341,0,0,1,66
5,341,0,1,0,3
6,341,1,0,1,84
7,341,1,1,1,180
8,342,0,0,1,65
9,342,0,1,0,22
10,342,1,0,1,70
11,342,1,1,1,571
12,343,0,0,1,59
13,343,0,1,1,183
14,343,1,0,1,224
15,343,1,1,1,619
16,344,0,0,0,32
17,344,0,1,1,199
18,344,1,0,0,29
19,344,1,1,1,90
20,345,0,0,0,1
21,345,0,1,1,109
22,345,1,0,0,16
23,345,1,1,1,205
24,346,0,0,0,8
25,346,0,1,1,69
26,346,1,0,0,44
27,346,1,1,1,203
28,347,0,0,1,98
29,347,0,1,0,34
30,347,1,0,0,0
31,347,1,1,1,376
32,348,0,0,1,166
33,348,0,1,1,126
34,348,1,0,1,173
35,348,1,1,1,517
36,349,0,0,1,221
37,349,0,1,1,98
38,349,1,0,1,143
39,349,1,1,1,221
40,350,0,0,1,73
41,350,0,1,1,178
42,350,1,0,1,390
43,350,1,1,0,29
44,351,0,0,0,11
45,351,0,1,1,216
46,351,1,0,1,268
47,351,1,1,0,4
48,352,0,0,1,191
49,352,0,1,1,117
50,352,1,0,0,28
51,352,1,1,0,21
52,353,0,0,1,353
53,353,0,1,1,98
54,353,1,0,1,246
55,353,1,1,0,48
56,354,0,0,1,318
57,354,0,1,0,19
58,354,1,0,1,123
59,354,1,1,0,0
60,355,0,0,1,77
61,355,0,1,0,5
62,355,1,0,1,70
63,355,1,1,0,11
64,356,0,0,0,52
65,356,0,1,0,32
66,356,1,0,1,242
67,356,1,1,0,4
68,357,0,0,0,17
69,357,0,1,0,39
70,357,1,0,1,89
71,357,1,1,0,2
72,358,0,0,0,55
73,358,0,1,0,2
74,358,1,0,0,12
75,358,1,1,0,56
76,359,0,0,1,97
77,359,0,1,0,0
78,359,1,0,0,9
79,359,1,1,0,25
80,360,0,0,0,11
81,360,0,1,0,22
82,360,1,0,0,0
83,360,1,1,0,0
84,361,0,0,1,339
85,361,0,1,0,12
86,361,1,0,0,6
87,361,1,1,0,7
88,362,0,0,1,516
89,362,0,1,1,211
90,362,1,0,0,7
91,362,1,1,0,14
92,363,0,0,1,197
93,363,0,1,1,157
94,363,1,0,0,19
95,363,1,1,0,7
96,364,0,0,0,29
97,364,0,1,1,67
98,364,1,0,0,3
99,364,1,1,0,29
100,365,0,0,0,2
101,365,0,1,0,0
102,365,1,0,0,3
103,365,1,1,0,12
104,366,0,0,0,3
105,366,0,1,0,0
106,366,1,0,0,11
107,366,1,1,1,118
108,367,0,0,1,216
109,367,0,1,0,0
110,367,1,0,1,106
111,367,1,1,1,81
112,368,0,0,1,150
113,368,0,1,0,52
114,368,1,0,1,61
115,368,1,1,0,0
116,369,0,0,1,447
117,369,0,1,1,204
118,369,1,0,0,0
119,369,1,1,0,2
120,370,0,0,1,382
121,370,0,1,1,174
122,370,1,0,0,1
123,370,1,1,0,0
124,371,0,0,1,195
125,371,0,1,1,66
126,371,1,0,0,1
127,371,1,1,0,0
128,372,0,0,0,38
129,372,0,1,0,15
130,372,1,0,0,36
131,372,1,1,1,85
132,373,0,0,0,11
133,373,0,1,0,0
134,373,1,0,0,3
135,373,1,1,0,27
136,374,0,0,0,10
137,374,0,1,0,0
138,374,1,0,0,1
139,374,1,1,0,0
140,375,0,0,0,2
141,375,0,1,1,367
142,375,1,0,0,0
143,375,1,1,0,3
144,376,0,0,0,1
145,376,0,1,1,855
146,376,1,0,0,0
147,376,1,1,0,1
148,377,0,0,1,245
149,377,0,1,1,561
150,377,1,0,1,75
151,377,1,1,0,11
152,378,0,0,0,33
153,378,0,1,1,458
154,378,1,0,1,73
155,378,1,1,0,14
156,379,0,0,0,12
157,379,0,1,1,539
158,379,1,0,0,12
159,379,1,1,0,7
160,380,0,0,1,59
161,380,0,1,1,466
162,380,1,0,0,1
163,380,1,1,0,0
164,381,0,0,1,135
165,381,0,1,1,157
166,381,1,0,0,0
167,381,1,1,0,3
168,382,0,0,1,90
169,382,0,1,0,11
170,382,1,0,0,0
171,382,1,1,0,18
172,383,0,0,0,42
173,383,0,1,0,0
174,383,1,0,0,1
175,383,1,1,0,0
176,384,0,0,0,24
177,384,0,1,0,0
178,384,1,0,0,0
179,384,1,1,0,0
180,385,0,0,0,7
181,385,0,1,0,15
182,385,1,0,0,0
183,385,1,1,0,11
184,386,0,0,0,0
185,386,0,1,0,15
186,386,1,0,0,24
187,386,1,1,0,34
188,387,0,0,0,0
189,387,0,1,0,23
190,387,1,0,0,7
191,387,1,1,0,15
