,Slice,x-grid,y-grid,Poren,num Black pixels
0,358,0,0,1,188
1,359,0,0,1,254
2,360,0,0,1,311
3,361,0,0,1,302
4,362,0,0,1,409
5,363,0,0,1,369
6,364,0,0,1,280
7,365,0,0,1,423
8,366,0,0,1,519
9,367,0,0,1,617
10,368,0,0,1,636
11,369,0,0,1,596
12,370,0,0,1,604
13,371,0,0,1,654
14,372,0,0,1,468
15,373,0,0,1,263
16,374,0,0,1,156
17,375,0,0,1,120
18,376,0,0,1,99
19,377,0,0,1,50
20,378,0,0,1,93
21,379,0,0,1,76
22,380,0,0,1,118
23,381,0,0,1,105
24,382,0,0,1,242
25,383,0,0,1,168
26,384,0,0,0,24
27,385,0,0,1,145
28,386,0,0,1,275
29,387,0,0,1,115
30,388,0,0,1,229
31,389,0,0,1,394
32,390,0,0,1,272
33,391,0,0,1,255
34,392,0,0,1,318
35,393,0,0,1,78
36,394,0,0,0,34
37,395,0,0,0,29
38,396,0,0,1,121
39,397,0,0,1,519
40,398,0,0,1,423
41,399,0,0,1,231
42,400,0,0,1,224
43,401,0,0,0,25
44,402,0,0,1,93
45,403,0,0,1,47
46,404,0,0,1,140
47,405,0,0,1,290
48,406,0,0,1,220
49,407,0,0,1,66
50,408,0,0,1,71
51,409,0,0,1,49
52,410,0,0,0,33
53,411,0,0,0,42
54,412,0,0,0,33
55,413,0,0,1,218
56,414,0,0,1,894
57,415,0,0,1,428
58,416,0,0,1,179
59,417,0,0,1,224
60,418,0,0,1,420
61,419,0,0,1,189
62,420,0,0,1,45
63,421,0,0,1,273
64,422,0,0,1,78
65,423,0,0,1,376
66,424,0,0,1,593
67,425,0,0,1,395
68,426,0,0,1,122
69,427,0,0,1,144
70,428,0,0,1,63
71,429,0,0,0,40
72,430,0,0,0,40
73,431,0,0,1,79
74,432,0,0,1,89
75,433,0,0,1,110
76,434,0,0,0,40
77,435,0,0,1,173
78,436,0,0,1,230
79,437,0,0,0,33
80,438,0,0,1,129
81,439,0,0,1,62
82,440,0,0,1,64
83,441,0,0,1,126
84,442,0,0,0,27
85,443,0,0,1,446
86,444,0,0,1,608
87,445,0,0,1,436
88,446,0,0,1,93
89,447,0,0,1,95
90,448,0,0,1,66
91,449,0,0,1,67
92,450,0,0,1,161
93,451,0,0,1,98
94,452,0,0,0,39
95,453,0,0,1,63
96,454,0,0,0,43
97,455,0,0,0,37
98,456,0,0,1,51
99,457,0,0,0,42
100,458,0,0,1,81
101,459,0,0,1,216
102,460,0,0,1,102
103,461,0,0,1,69
104,462,0,0,1,84
105,463,0,0,0,18
106,464,0,0,0,41
107,465,0,0,1,143
108,466,0,0,0,24
109,467,0,0,1,74
110,468,0,0,1,153
111,469,0,0,1,313
112,470,0,0,1,359
113,471,0,0,1,266
114,472,0,0,1,315
115,473,0,0,1,223
116,474,0,0,1,258
117,475,0,0,1,373
118,476,0,0,1,164
119,477,0,0,1,290
120,478,0,0,1,501
121,479,0,0,1,82
122,480,0,0,0,18
123,481,0,0,0,40
124,482,0,0,0,19
125,483,0,0,1,69
126,484,0,0,1,149
127,485,0,0,0,30
128,486,0,0,1,92
129,487,0,0,1,270
130,488,0,0,1,107
131,489,0,0,0,24
132,490,0,0,0,4
133,491,0,0,1,173
134,492,0,0,1,165
135,493,0,0,1,86
136,494,0,0,1,74
137,495,0,0,0,12
138,496,0,0,0,6
139,497,0,0,0,35
140,498,0,0,1,307
141,499,0,0,1,75
142,500,0,0,0,7
143,501,0,0,0,31
144,502,0,0,0,28
145,503,0,0,0,35
146,504,0,0,1,98
147,505,0,0,0,39
148,506,0,0,0,14
149,507,0,0,0,41
150,508,0,0,0,34
151,509,0,0,0,26
152,510,0,0,0,12
153,511,0,0,0,14
154,512,0,0,0,25
155,513,0,0,1,61
156,514,0,0,1,141
157,515,0,0,1,60
158,516,0,0,0,11
159,517,0,0,0,10
160,518,0,0,0,4
161,519,0,0,0,32
162,520,0,0,1,64
163,521,0,0,1,281
164,522,0,0,0,32
165,523,0,0,0,8
166,524,0,0,0,5
167,525,0,0,0,9
168,526,0,0,0,39
169,527,0,0,1,66
170,528,0,0,1,53
171,529,0,0,0,34
172,530,0,0,0,17
173,531,0,0,0,35
174,532,0,0,1,47
175,533,0,0,1,132
176,534,0,0,0,10
177,535,0,0,0,2
178,536,0,0,0,6
179,537,0,0,0,2
180,538,0,0,0,5
181,539,0,0,0,0
182,540,0,0,1,53
183,541,0,0,1,91
184,542,0,0,1,393
185,543,0,0,1,1094
186,544,0,0,1,760
187,545,0,0,1,365
188,546,0,0,1,131
189,547,0,0,1,64
190,548,0,0,0,33
191,549,0,0,0,0
192,550,0,0,1,107
193,551,0,0,1,101
194,552,0,0,0,17
195,553,0,0,1,93
196,554,0,0,0,29
197,555,0,0,1,112
198,556,0,0,1,182
199,557,0,0,0,34
200,558,0,0,1,66
201,559,0,0,1,394
202,560,0,0,1,231
203,561,0,0,1,182
204,562,0,0,1,118
205,563,0,0,0,30
206,564,0,0,0,13
207,565,0,0,0,20
208,566,0,0,1,162
209,567,0,0,1,204
210,568,0,0,1,76
211,569,0,0,1,82
212,570,0,0,0,19
213,571,0,0,1,84
214,572,0,0,0,42
215,573,0,0,0,29
216,574,0,0,1,53
217,575,0,0,1,238
218,576,0,0,1,118
219,577,0,0,0,12
220,578,0,0,0,8
221,579,0,0,0,36
222,580,0,0,1,47
223,581,0,0,1,52
224,582,0,0,0,14
225,583,0,0,0,12
226,584,0,0,1,184
227,585,0,0,1,118
228,586,0,0,0,21
229,587,0,0,0,8
230,588,0,0,1,78
231,589,0,0,0,9
232,590,0,0,0,25
233,591,0,0,0,13
234,592,0,0,1,175
235,593,0,0,1,425
236,594,0,0,1,143
237,595,0,0,1,184
238,596,0,0,0,18
239,597,0,0,0,14
240,598,0,0,0,15
241,599,0,0,0,0
242,600,0,0,0,6
243,601,0,0,0,25
244,602,0,0,1,117
245,603,0,0,1,56
246,604,0,0,1,92
247,605,0,0,1,52
248,606,0,0,0,10
249,607,0,0,0,29
250,608,0,0,0,6
251,609,0,0,1,62
252,610,0,0,0,5
253,611,0,0,0,24
254,612,0,0,0,7
255,613,0,0,0,0
256,614,0,0,0,12
257,615,0,0,1,58
258,616,0,0,0,5
259,617,0,0,1,65
260,618,0,0,1,138
261,619,0,0,1,143
262,620,0,0,1,148
263,621,0,0,0,42
264,622,0,0,0,31
265,623,0,0,0,18
266,624,0,0,0,7
267,625,0,0,0,30
268,626,0,0,0,5
269,627,0,0,0,25
270,628,0,0,0,7
271,629,0,0,0,14
272,630,0,0,0,10
273,631,0,0,0,33
274,632,0,0,0,14
275,633,0,0,1,77
276,634,0,0,0,21
277,635,0,0,0,22
278,636,0,0,0,13
279,637,0,0,0,6
280,638,0,0,0,1
281,639,0,0,0,0
282,640,0,0,0,1
283,641,0,0,0,18
284,642,0,0,0,9
285,643,0,0,0,6
286,644,0,0,0,22
287,645,0,0,0,13
288,646,0,0,0,14
289,647,0,0,0,10
290,648,0,0,0,0
291,649,0,0,0,18
292,650,0,0,1,45
293,651,0,0,1,62
294,652,0,0,0,6
295,653,0,0,0,22
296,654,0,0,0,16
297,655,0,0,0,5
298,656,0,0,0,3
299,657,0,0,0,3
300,658,0,0,0,22
301,659,0,0,1,74
302,660,0,0,1,526
303,661,0,0,1,101
304,662,0,0,0,29
305,663,0,0,0,40
306,664,0,0,0,5
307,665,0,0,0,4
308,666,0,0,0,12
309,667,0,0,0,12
310,668,0,0,1,230
311,669,0,0,0,32
312,670,0,0,1,75
313,671,0,0,1,64
314,672,0,0,0,25
315,673,0,0,0,35
316,674,0,0,0,21
317,675,0,0,0,4
318,676,0,0,0,19
319,677,0,0,0,23
320,678,0,0,0,29
321,679,0,0,0,10
322,680,0,0,1,120
323,681,0,0,0,27
324,682,0,0,0,17
325,683,0,0,0,16
326,684,0,0,1,269
327,685,0,0,1,67
328,686,0,0,1,400
329,687,0,0,1,85
330,688,0,0,1,64
331,689,0,0,0,29
332,690,0,0,0,17
333,691,0,0,1,245
334,692,0,0,1,253
335,693,0,0,1,247
336,694,0,0,1,313
337,695,0,0,1,119
338,696,0,0,0,7
339,697,0,0,1,45
340,698,0,0,0,11
341,699,0,0,0,15
342,700,0,0,0,3
343,701,0,0,0,6
344,702,0,0,0,5
345,703,0,0,1,57
346,704,0,0,0,33
347,705,0,0,0,12
348,706,0,0,0,12
349,707,0,0,1,132
350,708,0,0,1,193
351,709,0,0,1,92
352,710,0,0,1,241
353,711,0,0,1,50
354,712,0,0,1,58
355,713,0,0,0,10
356,714,0,0,0,15
357,715,0,0,0,11
358,716,0,0,0,13
359,717,0,0,0,24
360,718,0,0,0,3
361,719,0,0,0,9
362,720,0,0,0,1
363,721,0,0,0,9
364,722,0,0,0,6
365,723,0,0,0,9
366,724,0,0,1,151
367,725,0,0,1,169
368,726,0,0,1,70
369,727,0,0,1,53
370,728,0,0,0,21
371,729,0,0,0,3
372,730,0,0,0,8
373,731,0,0,1,55
374,732,0,0,0,14
375,733,0,0,0,1
376,734,0,0,0,15
377,735,0,0,0,4
378,736,0,0,0,15
379,737,0,0,1,132
380,738,0,0,1,124
381,739,0,0,1,206
382,740,0,0,1,407
383,741,0,0,1,437
384,742,0,0,1,103
385,743,0,0,0,31
386,744,0,0,1,106
387,745,0,0,1,81
388,746,0,0,1,52
389,747,0,0,0,9
390,748,0,0,0,11
391,749,0,0,1,48
392,750,0,0,1,47
393,751,0,0,1,59
394,752,0,0,0,11
395,753,0,0,1,61
396,754,0,0,0,21
397,755,0,0,0,12
398,756,0,0,1,45
399,757,0,0,0,16
400,758,0,0,0,30
401,759,0,0,0,41
402,760,0,0,0,11
403,761,0,0,0,14
404,762,0,0,0,27
405,763,0,0,0,19
406,764,0,0,1,91
407,765,0,0,0,15
408,766,0,0,1,65
409,767,0,0,0,24
410,768,0,0,0,29
411,769,0,0,0,8
412,770,0,0,0,11
413,771,0,0,1,49
414,772,0,0,1,132
415,773,0,0,1,196
416,774,0,0,1,205
417,775,0,0,1,816
418,776,0,0,1,8321
419,777,0,0,1,13138
420,778,0,0,1,12218
421,779,0,0,1,10869
422,780,0,0,1,9905
423,781,0,0,1,10026
424,782,0,0,1,9700
425,783,0,0,1,8497
426,784,0,0,1,7017
427,785,0,0,1,6756
428,786,0,0,1,7123
429,787,0,0,1,8139
430,788,0,0,1,7782
431,789,0,0,1,7587
432,790,0,0,1,7568
433,791,0,0,1,7456
434,792,0,0,1,7552
435,793,0,0,1,7741
436,794,0,0,1,7274
437,795,0,0,1,7215
438,796,0,0,1,8157
439,797,0,0,1,7774
440,798,0,0,1,7141
441,799,0,0,1,7325
442,800,0,0,1,7257
443,801,0,0,1,7641
444,802,0,0,1,7593
445,803,0,0,1,8647
446,804,0,0,1,8017
447,805,0,0,1,7030
448,806,0,0,1,7353
449,807,0,0,1,6895
450,808,0,0,1,6457
451,809,0,0,1,6153
452,810,0,0,1,6793
453,811,0,0,1,7375
454,812,0,0,1,7506
455,813,0,0,1,8078
456,814,0,0,1,7174
457,815,0,0,1,6721
458,816,0,0,1,6521
459,817,0,0,1,7021
460,818,0,0,1,8758
461,819,0,0,1,8763
462,820,0,0,1,7799
463,821,0,0,1,8200
464,822,0,0,1,8518
465,823,0,0,1,9148
466,824,0,0,1,7917
467,825,0,0,1,7438
468,826,0,0,1,7694
469,827,0,0,1,7598
470,828,0,0,1,7371
471,829,0,0,1,7824
472,830,0,0,1,8425
473,831,0,0,1,7949
474,832,0,0,1,7051
