,Slice,x-grid,y-grid,Poren,num Black pixels
0,358,0,0,1,92
1,358,0,1,0,22
2,358,1,0,1,44
3,358,1,1,0,30
4,359,0,0,0,12
5,359,0,1,1,61
6,359,1,0,0,17
7,359,1,1,1,164
8,360,0,0,1,62
9,360,0,1,0,28
10,360,1,0,0,6
11,360,1,1,1,215
12,361,0,0,0,20
13,361,0,1,0,7
14,361,1,0,0,33
15,361,1,1,1,242
16,362,0,0,0,14
17,362,0,1,1,102
18,362,1,0,1,138
19,362,1,1,1,155
20,363,0,0,0,36
21,363,0,1,1,279
22,363,1,0,0,32
23,363,1,1,0,22
24,364,0,0,0,43
25,364,0,1,1,172
26,364,1,0,1,59
27,364,1,1,0,6
28,365,0,0,1,316
29,365,0,1,0,30
30,365,1,0,1,74
31,365,1,1,0,3
32,366,0,0,1,223
33,366,0,1,1,198
34,366,1,0,1,95
35,366,1,1,0,3
36,367,0,0,1,472
37,367,0,1,1,52
38,367,1,0,1,50
39,367,1,1,0,43
40,368,0,0,1,595
41,368,0,1,0,15
42,368,1,0,0,6
43,368,1,1,0,20
44,369,0,0,1,513
45,369,0,1,0,8
46,369,1,0,1,71
47,369,1,1,0,4
48,370,0,0,1,559
49,370,0,1,0,29
50,370,1,0,0,12
51,370,1,1,0,4
52,371,0,0,1,567
53,371,0,1,1,72
54,371,1,0,0,4
55,371,1,1,0,11
56,372,0,0,1,405
57,372,0,1,1,57
58,372,1,0,0,4
59,372,1,1,0,2
60,373,0,0,1,195
61,373,0,1,1,44
62,373,1,0,0,3
63,373,1,1,0,21
64,374,0,0,1,81
65,374,0,1,0,33
66,374,1,0,0,5
67,374,1,1,0,37
68,375,0,0,1,72
69,375,0,1,0,33
70,375,1,0,0,1
71,375,1,1,0,14
72,376,0,0,0,33
73,376,0,1,0,3
74,376,1,0,1,55
75,376,1,1,0,8
76,377,0,0,0,5
77,377,0,1,0,7
78,377,1,0,0,36
79,377,1,1,0,2
80,378,0,0,0,10
81,378,0,1,0,4
82,378,1,0,0,3
83,378,1,1,1,76
84,379,0,0,0,7
85,379,0,1,0,36
86,379,1,0,0,5
87,379,1,1,0,28
88,380,0,0,0,22
89,380,0,1,0,31
90,380,1,0,1,64
91,380,1,1,0,1
92,381,0,0,0,28
93,381,0,1,0,21
94,381,1,0,0,10
95,381,1,1,1,46
96,382,0,0,1,93
97,382,0,1,1,77
98,382,1,0,0,10
99,382,1,1,1,62
100,383,0,0,1,54
101,383,0,1,1,76
102,383,1,0,0,28
103,383,1,1,0,10
104,384,0,0,0,5
105,384,0,1,0,5
106,384,1,0,0,11
107,384,1,1,0,3
108,385,0,0,0,4
109,385,0,1,1,116
110,385,1,0,0,15
111,385,1,1,0,10
112,386,0,0,1,53
113,386,0,1,1,209
114,386,1,0,0,7
115,386,1,1,0,6
116,387,0,0,0,15
117,387,0,1,0,21
118,387,1,0,0,25
119,387,1,1,1,54
120,388,0,0,0,13
121,388,0,1,0,19
122,388,1,0,0,6
123,388,1,1,1,191
124,389,0,0,0,4
125,389,0,1,0,32
126,389,1,0,0,8
127,389,1,1,1,350
128,390,0,0,0,10
129,390,0,1,0,39
130,390,1,0,0,20
131,390,1,1,1,203
132,391,0,0,0,40
133,391,0,1,0,20
134,391,1,0,0,1
135,391,1,1,1,194
136,392,0,0,0,21
137,392,0,1,0,30
138,392,1,0,0,11
139,392,1,1,1,256
140,393,0,0,0,28
141,393,0,1,0,10
